cost_bp_side,period_type,period,net_return
1,weekly,2021-11-06/2021-11-12,0.0
1,weekly,2021-11-13/2021-11-19,0.0
1,weekly,2021-11-20/2021-11-26,0.0
1,weekly,2021-11-27/2021-12-03,0.0
1,weekly,2021-12-04/2021-12-10,0.0
1,weekly,2021-12-11/2021-12-17,0.03857794732302786
1,weekly,2021-12-18/2021-12-24,0.01601059923796331
1,weekly,2021-12-25/2021-12-31,0.0
1,weekly,2022-01-01/2022-01-07,0.0
1,weekly,2022-01-08/2022-01-14,0.0
1,weekly,2022-01-15/2022-01-21,0.0
1,weekly,2022-01-22/2022-01-28,0.12478483927680692
1,weekly,2022-01-29/2022-02-04,-0.008206071890164712
1,weekly,2022-02-05/2022-02-11,0.01638047476109912
1,weekly,2022-02-12/2022-02-18,-0.004643204828417001
1,weekly,2022-02-19/2022-02-25,0.01113520043087575
1,weekly,2022-02-26/2022-03-04,-0.012191349335466662
1,weekly,2022-03-05/2022-03-11,-0.003429781648644731
1,weekly,2022-03-12/2022-03-18,-0.0017880922335663935
1,weekly,2022-03-19/2022-03-25,-0.0017229392727964531
1,weekly,2022-03-26/2022-04-01,0.0
1,weekly,2022-04-02/2022-04-08,0.002030897936419396
1,weekly,2022-04-09/2022-04-15,0.0
1,weekly,2022-04-16/2022-04-22,0.0
1,weekly,2022-04-23/2022-04-29,-0.0396656535365677
1,weekly,2022-04-30/2022-05-06,-0.020846369139603485
1,weekly,2022-05-07/2022-05-13,0.10154430126767854
1,weekly,2022-05-14/2022-05-20,-0.008932212160414088
1,weekly,2022-05-21/2022-05-27,0.018633144802052873
1,weekly,2022-05-28/2022-06-03,-0.02144520507524341
1,weekly,2022-06-04/2022-06-10,0.0
1,weekly,2022-06-11/2022-06-17,0.0914913324375921
1,weekly,2022-06-18/2022-06-24,0.0
1,weekly,2022-06-25/2022-07-01,0.012729923366458777
1,weekly,2022-07-02/2022-07-08,-0.021793518999169523
1,weekly,2022-07-09/2022-07-15,0.02582032392478706
1,weekly,2022-07-16/2022-07-22,0.0
1,weekly,2022-07-23/2022-07-29,-0.02043121387283233
1,weekly,2022-07-30/2022-08-05,0.0
1,weekly,2022-08-06/2022-08-12,0.0
1,weekly,2022-08-13/2022-08-19,0.0
1,weekly,2022-08-20/2022-08-26,0.017488545075850806
1,weekly,2022-08-27/2022-09-02,0.0
1,weekly,2022-09-03/2022-09-09,-0.014263176114236243
1,weekly,2022-09-10/2022-09-16,0.0
1,weekly,2022-09-17/2022-09-23,-0.03646840900874166
1,weekly,2022-09-24/2022-09-30,0.00859441792313549
1,weekly,2022-10-01/2022-10-07,0.0
1,weekly,2022-10-08/2022-10-14,0.0018776016347734842
1,weekly,2022-10-15/2022-10-21,-0.019326197297878142
1,weekly,2022-10-22/2022-10-28,0.023643863443898197
1,weekly,2022-10-29/2022-11-04,0.10715798431690352
1,weekly,2022-11-05/2022-11-11,0.0
1,weekly,2022-11-12/2022-11-18,0.0
1,weekly,2022-11-19/2022-11-25,-0.007077113866967321
1,weekly,2022-11-26/2022-12-02,-0.012059393419783482
1,weekly,2022-12-03/2022-12-09,0.0
1,weekly,2022-12-10/2022-12-16,-0.0003727798924700399
1,weekly,2022-12-17/2022-12-23,0.0
1,weekly,2022-12-24/2022-12-30,0.0
1,weekly,2022-12-31/2023-01-06,-0.010233662692095847
1,weekly,2023-01-07/2023-01-13,-0.0012811873402791773
1,weekly,2023-01-14/2023-01-20,0.0
1,weekly,2023-01-21/2023-01-27,0.0
1,weekly,2023-01-28/2023-02-03,0.0184542126311835
1,weekly,2023-02-04/2023-02-10,-0.034690207373271796
1,weekly,2023-02-11/2023-02-17,0.0
1,weekly,2023-02-18/2023-02-24,0.0
1,weekly,2023-02-25/2023-03-03,0.0
1,weekly,2023-03-04/2023-03-10,-0.020770325900514662
1,weekly,2023-03-11/2023-03-17,-0.013940053050397938
1,weekly,2023-03-18/2023-03-24,0.021031422684180304
1,weekly,2023-03-25/2023-03-31,0.0
1,weekly,2023-04-01/2023-04-07,0.0
1,weekly,2023-04-08/2023-04-14,0.0
1,weekly,2023-04-15/2023-04-21,0.0
1,weekly,2023-04-22/2023-04-28,0.0
1,weekly,2023-04-29/2023-05-05,0.0
1,weekly,2023-05-06/2023-05-12,0.0
1,weekly,2023-05-13/2023-05-19,0.0
1,weekly,2023-05-20/2023-05-26,0.0
1,weekly,2023-05-27/2023-06-02,0.0
1,weekly,2023-06-03/2023-06-09,0.0
1,weekly,2023-06-10/2023-06-16,0.0
1,weekly,2023-06-17/2023-06-23,0.0
1,weekly,2023-06-24/2023-06-30,0.0
1,weekly,2023-07-01/2023-07-07,0.0
1,weekly,2023-07-08/2023-07-14,0.0
1,weekly,2023-07-15/2023-07-21,0.0
1,weekly,2023-07-22/2023-07-28,0.0
1,weekly,2023-07-29/2023-08-04,0.0
1,weekly,2023-08-05/2023-08-11,0.0
1,weekly,2023-08-12/2023-08-18,0.0
1,weekly,2023-08-19/2023-08-25,0.0
1,weekly,2023-08-26/2023-09-01,0.0
1,weekly,2023-09-02/2023-09-08,0.0
1,weekly,2023-09-09/2023-09-15,0.0
1,weekly,2023-09-16/2023-09-22,0.0
1,weekly,2023-09-23/2023-09-29,0.0
1,weekly,2023-09-30/2023-10-06,0.0
1,weekly,2023-10-07/2023-10-13,0.0
1,weekly,2023-10-14/2023-10-20,0.0
1,weekly,2023-10-21/2023-10-27,0.0
1,weekly,2023-10-28/2023-11-03,0.0
1,weekly,2023-11-04/2023-11-10,0.0
1,weekly,2023-11-11/2023-11-17,0.0
1,weekly,2023-11-18/2023-11-24,0.0
1,weekly,2023-11-25/2023-12-01,0.0
1,weekly,2023-12-02/2023-12-08,0.0
1,weekly,2023-12-09/2023-12-15,0.0
1,weekly,2023-12-16/2023-12-22,0.0
1,weekly,2023-12-23/2023-12-29,0.0
1,weekly,2023-12-30/2024-01-05,0.0
1,weekly,2024-01-06/2024-01-12,0.0
1,weekly,2024-01-13/2024-01-19,0.0
1,weekly,2024-01-20/2024-01-26,0.0
1,weekly,2024-01-27/2024-02-02,0.0
1,weekly,2024-02-03/2024-02-09,0.0
1,weekly,2024-02-10/2024-02-16,0.0
1,weekly,2024-02-17/2024-02-23,0.0
1,weekly,2024-02-24/2024-03-01,0.0
1,weekly,2024-03-02/2024-03-08,0.0
1,weekly,2024-03-09/2024-03-15,0.0
1,weekly,2024-03-16/2024-03-22,0.0
1,weekly,2024-03-23/2024-03-29,0.0
1,weekly,2024-03-30/2024-04-05,0.0
1,weekly,2024-04-06/2024-04-12,0.0
1,weekly,2024-04-13/2024-04-19,0.0
1,weekly,2024-04-20/2024-04-26,0.0
1,weekly,2024-04-27/2024-05-03,0.0
1,weekly,2024-05-04/2024-05-10,0.0
1,weekly,2024-05-11/2024-05-17,0.0
1,weekly,2024-05-18/2024-05-24,0.0
1,weekly,2024-05-25/2024-05-31,0.0
1,weekly,2024-06-01/2024-06-07,0.0
1,weekly,2024-06-08/2024-06-14,0.0
1,weekly,2024-06-15/2024-06-21,0.0
1,weekly,2024-06-22/2024-06-28,0.0
1,weekly,2024-06-29/2024-07-05,0.0
1,weekly,2024-07-06/2024-07-12,0.0
1,weekly,2024-07-13/2024-07-19,0.0
1,weekly,2024-07-20/2024-07-26,0.0
1,weekly,2024-07-27/2024-08-02,0.0
1,weekly,2024-08-03/2024-08-09,-0.01183362998146149
1,weekly,2024-08-10/2024-08-16,0.0
1,weekly,2024-08-17/2024-08-23,0.011198597652523045
1,weekly,2024-08-24/2024-08-30,0.0
1,weekly,2024-08-31/2024-09-06,0.029233022429491398
1,weekly,2024-09-07/2024-09-13,0.0
1,weekly,2024-09-14/2024-09-20,0.01590924546772563
1,weekly,2024-09-21/2024-09-27,0.0
1,weekly,2024-09-28/2024-10-04,0.0
1,weekly,2024-10-05/2024-10-11,0.0
1,weekly,2024-10-12/2024-10-18,0.0
1,weekly,2024-10-19/2024-10-25,0.0
1,weekly,2024-10-26/2024-11-01,0.0
1,weekly,2024-11-02/2024-11-08,0.0
1,weekly,2024-11-09/2024-11-15,0.0
1,weekly,2024-11-16/2024-11-22,0.0
1,weekly,2024-11-23/2024-11-29,0.0
1,weekly,2024-11-30/2024-12-06,0.0
1,weekly,2024-12-07/2024-12-13,0.0
1,weekly,2024-12-14/2024-12-20,0.0
1,weekly,2024-12-21/2024-12-27,0.0
1,weekly,2024-12-28/2025-01-03,0.0
1,weekly,2025-01-04/2025-01-10,0.0
1,weekly,2025-01-11/2025-01-17,0.0
1,weekly,2025-01-18/2025-01-24,0.0
1,weekly,2025-01-25/2025-01-31,0.0
1,weekly,2025-02-01/2025-02-07,0.006983048006704107
1,weekly,2025-02-08/2025-02-14,0.0
1,weekly,2025-02-15/2025-02-21,0.0
1,weekly,2025-02-22/2025-02-28,0.0
1,weekly,2025-03-01/2025-03-07,0.006363245823389075
1,weekly,2025-03-08/2025-03-14,-0.00764645247657294
1,weekly,2025-03-15/2025-03-21,-0.00210695890381154
1,weekly,2025-03-22/2025-03-28,0.0
1,weekly,2025-03-29/2025-04-04,-0.05387637500864699
1,weekly,2025-04-05/2025-04-11,0.2727611626600601
1,weekly,2025-04-12/2025-04-18,0.0
1,weekly,2025-04-19/2025-04-25,0.004770553592461569
1,weekly,2025-04-26/2025-05-02,0.0
1,weekly,2025-05-03/2025-05-09,0.0
1,weekly,2025-05-10/2025-05-16,0.0
1,weekly,2025-05-17/2025-05-23,0.0
1,weekly,2025-05-24/2025-05-30,0.0
1,weekly,2025-05-31/2025-06-06,0.0
1,weekly,2025-06-07/2025-06-13,0.0
1,weekly,2025-06-14/2025-06-20,0.0
1,weekly,2025-06-21/2025-06-27,0.0
1,weekly,2025-06-28/2025-07-04,0.0
1,weekly,2025-07-05/2025-07-11,0.0
1,weekly,2025-07-12/2025-07-18,0.0
1,weekly,2025-07-19/2025-07-25,0.0
1,weekly,2025-07-26/2025-08-01,0.0
1,weekly,2025-08-02/2025-08-08,0.0
1,weekly,2025-08-09/2025-08-15,0.0
1,weekly,2025-08-16/2025-08-22,-0.022325416204217373
1,weekly,2025-08-23/2025-08-29,0.0
1,weekly,2025-08-30/2025-09-05,0.0
1,weekly,2025-09-06/2025-09-12,0.0
1,weekly,2025-09-13/2025-09-19,0.0
1,weekly,2025-09-20/2025-09-26,0.0
1,weekly,2025-09-27/2025-10-03,0.0
1,weekly,2025-10-04/2025-10-10,0.0
1,weekly,2025-10-11/2025-10-17,0.0
1,weekly,2025-10-18/2025-10-24,0.0
1,weekly,2025-10-25/2025-10-31,0.0006676643685892049
1,weekly,2025-11-01/2025-11-07,0.0
1,weekly,2025-11-08/2025-11-14,0.0
1,weekly,2025-11-15/2025-11-21,-0.001621555957611731
1,weekly,2025-11-22/2025-11-28,0.0
1,weekly,2025-11-29/2025-12-05,0.0
1,weekly,2025-12-06/2025-12-12,0.0
1,weekly,2025-12-13/2025-12-19,0.0
1,weekly,2025-12-20/2025-12-26,0.0
1,weekly,2025-12-27/2026-01-02,0.0
1,weekly,2026-01-03/2026-01-09,0.0
1,weekly,2026-01-10/2026-01-16,0.0
1,weekly,2026-01-17/2026-01-23,-0.02356719883889693
1,weekly,2026-01-24/2026-01-30,0.0
1,weekly,2026-01-31/2026-02-06,0.0
1,weekly,2026-02-07/2026-02-13,0.0
1,weekly,2026-02-14/2026-02-20,0.024345970488081493
1,weekly,2026-02-21/2026-02-27,0.0
1,weekly,2026-02-28/2026-03-06,0.0
1,weekly,2026-03-07/2026-03-13,-0.024452055551716943
1,weekly,2026-03-14/2026-03-20,0.0
1,weekly,2026-03-21/2026-03-27,0.0
1,weekly,2026-03-28/2026-04-03,0.01977264034093613
1,weekly,2026-04-04/2026-04-10,0.0
1,weekly,2026-04-11/2026-04-17,0.0
1,weekly,2026-04-18/2026-04-24,0.0
1,weekly,2026-04-25/2026-05-01,0.0
1,monthly,2019-06,0.0
1,monthly,2019-07,-0.018163525835866244
1,monthly,2019-08,-0.05031299985055197
1,monthly,2019-09,-0.015831544595761724
1,monthly,2019-10,-0.005176286488410219
1,monthly,2019-11,0.0
1,monthly,2019-12,0.0
1,monthly,2020-01,0.007816657990629782
1,monthly,2020-02,-0.015830328229043903
1,monthly,2020-03,0.24745780920902638
1,monthly,2020-04,0.043765419754806106
1,monthly,2020-05,0.0
1,monthly,2020-06,0.0005571254672166043
1,monthly,2020-07,0.004658993902439046
1,monthly,2020-08,0.0
1,monthly,2020-09,0.03214036610831277
1,monthly,2020-10,-0.003169660120053553
1,monthly,2020-11,0.01444627391332727
1,monthly,2020-12,0.0
1,monthly,2021-01,0.005324861878452914
1,monthly,2021-02,0.004817821609589393
1,monthly,2021-03,-0.05034007282097865
1,monthly,2021-04,0.0
1,monthly,2021-05,0.0
1,monthly,2021-06,-0.008838305777447398
1,monthly,2021-07,0.0
1,monthly,2021-08,0.0
1,monthly,2021-09,0.0
1,monthly,2021-10,0.0
1,monthly,2021-11,0.0
1,monthly,2021-12,0.05458854656099117
1,monthly,2022-01,0.12478483927680692
1,monthly,2022-02,0.014666398473393157
1,monthly,2022-03,-0.01913216249047424
1,monthly,2022-04,-0.037634755600148305
1,monthly,2022-05,0.09039886476971384
1,monthly,2022-06,0.09879859596311738
1,monthly,2022-07,-0.03242695418152472
1,monthly,2022-08,0.017488545075850806
1,monthly,2022-09,-0.04213716719984241
1,monthly,2022-10,0.0061952677807935366
1,monthly,2022-11,0.08802147703015271
1,monthly,2022-12,-0.0003727798924700399
1,monthly,2023-01,-0.011514850032375023
1,monthly,2023-02,-0.016235994742088297
1,monthly,2023-03,-0.013678956266732299
1,monthly,2023-04,0.0
1,monthly,2023-05,0.0
1,monthly,2023-06,0.0
1,monthly,2023-07,0.0
1,monthly,2023-08,0.0
1,monthly,2023-09,0.0
1,monthly,2023-10,0.0
1,monthly,2023-11,0.0
1,monthly,2023-12,0.0
1,monthly,2024-01,0.0
1,monthly,2024-02,0.0
1,monthly,2024-03,0.0
1,monthly,2024-04,0.0
1,monthly,2024-05,0.0
1,monthly,2024-06,0.0
1,monthly,2024-07,0.0
1,monthly,2024-08,-0.0006350323289384448
1,monthly,2024-09,0.04514226789721703
1,monthly,2024-10,0.0
1,monthly,2024-11,0.0
1,monthly,2024-12,0.0
1,monthly,2025-01,0.0
1,monthly,2025-02,0.006983048006704107
1,monthly,2025-03,-0.0033901655569954048
1,monthly,2025-04,0.22365534124387473
1,monthly,2025-05,0.0
1,monthly,2025-06,0.0
1,monthly,2025-07,0.0
1,monthly,2025-08,-0.022325416204217373
1,monthly,2025-09,0.0
1,monthly,2025-10,0.0006676643685892049
1,monthly,2025-11,-0.001621555957611731
1,monthly,2025-12,0.0
1,monthly,2026-01,-0.02356719883889693
1,monthly,2026-02,0.024345970488081493
1,monthly,2026-03,-0.015816699415882637
1,monthly,2026-04,0.011137284205101827
1,yearly,2019,-0.08948435677059016
1,yearly,2020,0.33184265799666046
1,yearly,2021,0.005552851450607431
1,yearly,2022,0.3086501690053686
1,yearly,2023,-0.04142980104119562
1,yearly,2024,0.04450723556827858
1,yearly,2025,0.2039689159003435
1,yearly,2026,-0.0039006435615962474
2,weekly,2019-06-15/2019-06-21,0.0
2,weekly,2019-06-22/2019-06-28,0.0
2,weekly,2019-06-29/2019-07-05,0.0
2,weekly,2019-07-06/2019-07-12,0.0
2,weekly,2019-07-13/2019-07-19,0.0
2,weekly,2019-07-20/2019-07-26,0.0
2,weekly,2019-07-27/2019-08-02,-0.018363525835866246
2,weekly,2019-08-03/2019-08-09,0.0
2,weekly,2019-08-10/2019-08-16,-0.02283589743589758
2,weekly,2019-08-17/2019-08-23,-0.0278771024146544
2,weekly,2019-08-24/2019-08-30,0.0
2,weekly,2019-08-31/2019-09-06,0.0
2,weekly,2019-09-07/2019-09-13,-0.000732005312084993
2,weekly,2019-09-14/2019-09-20,-0.008544595225618212
2,weekly,2019-09-21/2019-09-27,-0.007354944058058521
2,weekly,2019-09-28/2019-10-04,-0.004836670254754249
2,weekly,2019-10-05/2019-10-11,-0.0007396162336559705
2,weekly,2019-10-12/2019-10-18,0.0
2,weekly,2019-10-19/2019-10-25,0.0
2,weekly,2019-10-26/2019-11-01,0.0
2,weekly,2019-11-02/2019-11-08,0.0
2,weekly,2019-11-09/2019-11-15,0.0
2,weekly,2019-11-16/2019-11-22,0.0
2,weekly,2019-11-23/2019-11-29,0.0
2,weekly,2019-11-30/2019-12-06,0.0
2,weekly,2019-12-07/2019-12-13,0.0
2,weekly,2019-12-14/2019-12-20,0.0
2,weekly,2019-12-21/2019-12-27,0.0
2,weekly,2019-12-28/2020-01-03,0.0
2,weekly,2020-01-04/2020-01-10,0.0
2,weekly,2020-01-11/2020-01-17,0.0
2,weekly,2020-01-18/2020-01-24,0.0
2,weekly,2020-01-25/2020-01-31,0.007616657990629783
2,weekly,2020-02-01/2020-02-07,0.0
2,weekly,2020-02-08/2020-02-14,0.0
2,weekly,2020-02-15/2020-02-21,0.0
2,weekly,2020-02-22/2020-02-28,-0.017430328229043914
2,weekly,2020-02-29/2020-03-06,0.05268812036552243
2,weekly,2020-03-07/2020-03-13,-0.07582727602366096
2,weekly,2020-03-14/2020-03-20,0.0726347313853815
2,weekly,2020-03-21/2020-03-27,0.17376223348178332
2,weekly,2020-03-28/2020-04-03,0.015965120460145442
2,weekly,2020-04-04/2020-04-10,0.0
2,weekly,2020-04-11/2020-04-17,0.0
2,weekly,2020-04-18/2020-04-24,0.027000299294660655
2,weekly,2020-04-25/2020-05-01,0.0
2,weekly,2020-05-02/2020-05-08,0.0
2,weekly,2020-05-09/2020-05-15,0.0
2,weekly,2020-05-16/2020-05-22,0.0
2,weekly,2020-05-23/2020-05-29,0.0
2,weekly,2020-05-30/2020-06-05,0.0
2,weekly,2020-06-06/2020-06-12,0.0
2,weekly,2020-06-13/2020-06-19,0.00015712546721659976
2,weekly,2020-06-20/2020-06-26,0.0
2,weekly,2020-06-27/2020-07-03,0.0
2,weekly,2020-07-04/2020-07-10,0.0
2,weekly,2020-07-11/2020-07-17,0.004458993902439046
2,weekly,2020-07-18/2020-07-24,0.0
2,weekly,2020-07-25/2020-07-31,0.0
2,weekly,2020-08-01/2020-08-07,0.0
2,weekly,2020-08-08/2020-08-14,0.0
2,weekly,2020-08-15/2020-08-21,0.0
2,weekly,2020-08-22/2020-08-28,0.0
2,weekly,2020-08-29/2020-09-04,0.033328783901872376
2,weekly,2020-09-05/2020-09-11,0.0024011112401983933
2,weekly,2020-09-12/2020-09-18,0.0
2,weekly,2020-09-19/2020-09-25,-0.005189529033757999
2,weekly,2020-09-26/2020-10-02,0.0
2,weekly,2020-10-03/2020-10-09,-0.013162645914396908
2,weekly,2020-10-10/2020-10-16,0.0
2,weekly,2020-10-17/2020-10-23,0.011457541899441327
2,weekly,2020-10-24/2020-10-30,-0.0020645561050979698
2,weekly,2020-10-31/2020-11-06,0.0
2,weekly,2020-11-07/2020-11-13,0.014046273913327266
2,weekly,2020-11-14/2020-11-20,0.0
2,weekly,2020-11-21/2020-11-27,0.0
2,weekly,2020-11-28/2020-12-04,0.0
2,weekly,2020-12-05/2020-12-11,0.0
2,weekly,2020-12-12/2020-12-18,0.0
2,weekly,2020-12-19/2020-12-25,0.0
2,weekly,2020-12-26/2021-01-01,0.0
2,weekly,2021-01-02/2021-01-08,0.0
2,weekly,2021-01-09/2021-01-15,0.0
2,weekly,2021-01-16/2021-01-22,0.0
2,weekly,2021-01-23/2021-01-29,0.005124861878452913
2,weekly,2021-01-30/2021-02-05,0.0
2,weekly,2021-02-06/2021-02-12,0.0
2,weekly,2021-02-13/2021-02-19,0.0
2,weekly,2021-02-20/2021-02-26,0.004417821609589388
2,weekly,2021-02-27/2021-03-05,-0.04408924263652421
2,weekly,2021-03-06/2021-03-12,0.006527564414195286
2,weekly,2021-03-13/2021-03-19,-0.013978394598649734
2,weekly,2021-03-20/2021-03-26,0.0
2,weekly,2021-03-27/2021-04-02,0.0
2,weekly,2021-04-03/2021-04-09,0.0
2,weekly,2021-04-10/2021-04-16,0.0
2,weekly,2021-04-17/2021-04-23,0.0
2,weekly,2021-04-24/2021-04-30,0.0
2,weekly,2021-05-01/2021-05-07,0.0
2,weekly,2021-05-08/2021-05-14,0.0
2,weekly,2021-05-15/2021-05-21,0.0
2,weekly,2021-05-22/2021-05-28,0.0
2,weekly,2021-05-29/2021-06-04,0.0
2,weekly,2021-06-05/2021-06-11,0.0
2,weekly,2021-06-12/2021-06-18,-0.009038305777447396
2,weekly,2021-06-19/2021-06-25,0.0
2,weekly,2021-06-26/2021-07-02,0.0
2,weekly,2021-07-03/2021-07-09,0.0
2,weekly,2021-07-10/2021-07-16,0.0
2,weekly,2021-07-17/2021-07-23,0.0
2,weekly,2021-07-24/2021-07-30,0.0
2,weekly,2021-07-31/2021-08-06,0.0
2,weekly,2021-08-07/2021-08-13,0.0
2,weekly,2021-08-14/2021-08-20,0.0
2,weekly,2021-08-21/2021-08-27,0.0
2,weekly,2021-08-28/2021-09-03,0.0
2,weekly,2021-09-04/2021-09-10,0.0
2,weekly,2021-09-11/2021-09-17,0.0
2,weekly,2021-09-18/2021-09-24,0.0
2,weekly,2021-09-25/2021-10-01,0.0
2,weekly,2021-10-02/2021-10-08,0.0
2,weekly,2021-10-09/2021-10-15,0.0
2,weekly,2021-10-16/2021-10-22,0.0
2,weekly,2021-10-23/2021-10-29,0.0
2,weekly,2021-10-30/2021-11-05,0.0
2,weekly,2021-11-06/2021-11-12,0.0
2,weekly,2021-11-13/2021-11-19,0.0
2,weekly,2021-11-20/2021-11-26,0.0
2,weekly,2021-11-27/2021-12-03,0.0
2,weekly,2021-12-04/2021-12-10,0.0
2,weekly,2021-12-11/2021-12-17,0.038377947323027864
2,weekly,2021-12-18/2021-12-24,0.015810599237963307
2,weekly,2021-12-25/2021-12-31,0.0
2,weekly,2022-01-01/2022-01-07,0.0
2,weekly,2022-01-08/2022-01-14,0.0
2,weekly,2022-01-15/2022-01-21,0.0
2,weekly,2022-01-22/2022-01-28,0.12258483927680694
2,weekly,2022-01-29/2022-02-04,-0.008806071890164711
2,weekly,2022-02-05/2022-02-11,0.015980474761099116
2,weekly,2022-02-12/2022-02-18,-0.0050432048284170024
2,weekly,2022-02-19/2022-02-25,0.010735200430875745
2,weekly,2022-02-26/2022-03-04,-0.01259134933546666
2,weekly,2022-03-05/2022-03-11,-0.004629781648644732
2,weekly,2022-03-12/2022-03-18,-0.002188092233566398
2,weekly,2022-03-19/2022-03-25,-0.001922939272796453
2,weekly,2022-03-26/2022-04-01,0.0
2,weekly,2022-04-02/2022-04-08,0.001830897936419396
2,weekly,2022-04-09/2022-04-15,0.0
2,weekly,2022-04-16/2022-04-22,0.0
2,weekly,2022-04-23/2022-04-29,-0.040665653536567696
2,weekly,2022-04-30/2022-05-06,-0.0220463691396035
2,weekly,2022-05-07/2022-05-13,0.10054430126767856
2,weekly,2022-05-14/2022-05-20,-0.009132212160414087
2,weekly,2022-05-21/2022-05-27,0.018233144802052872
2,weekly,2022-05-28/2022-06-03,-0.021645205075243413
2,weekly,2022-06-04/2022-06-10,0.0
2,weekly,2022-06-11/2022-06-17,0.09049133243759212
2,weekly,2022-06-18/2022-06-24,0.0
2,weekly,2022-06-25/2022-07-01,0.01212992336645877
2,weekly,2022-07-02/2022-07-08,-0.022193518999169527
2,weekly,2022-07-09/2022-07-15,0.02482032392478706
2,weekly,2022-07-16/2022-07-22,0.0
2,weekly,2022-07-23/2022-07-29,-0.020631213872832333
2,weekly,2022-07-30/2022-08-05,0.0
2,weekly,2022-08-06/2022-08-12,0.0
2,weekly,2022-08-13/2022-08-19,0.0
2,weekly,2022-08-20/2022-08-26,0.0170885450758508
2,weekly,2022-08-27/2022-09-02,0.0
2,weekly,2022-09-03/2022-09-09,-0.014463176114236241
2,weekly,2022-09-10/2022-09-16,0.0
2,weekly,2022-09-17/2022-09-23,-0.037068409008741664
2,weekly,2022-09-24/2022-09-30,0.008194417923135489
2,weekly,2022-10-01/2022-10-07,0.0
2,weekly,2022-10-08/2022-10-14,0.0010776016347734873
2,weekly,2022-10-15/2022-10-21,-0.019726197297878147
2,weekly,2022-10-22/2022-10-28,0.023243863443898193
2,weekly,2022-10-29/2022-11-04,0.10635798431690352
2,weekly,2022-11-05/2022-11-11,0.0
2,weekly,2022-11-12/2022-11-18,0.0
2,weekly,2022-11-19/2022-11-25,-0.007277113866967322
2,weekly,2022-11-26/2022-12-02,-0.012259393419783481
2,weekly,2022-12-03/2022-12-09,0.0
2,weekly,2022-12-10/2022-12-16,-0.0009727798924700449
2,weekly,2022-12-17/2022-12-23,0.0
2,weekly,2022-12-24/2022-12-30,0.0
2,weekly,2022-12-31/2023-01-06,-0.010633662692095844
2,weekly,2023-01-07/2023-01-13,-0.0014811873402791771
2,weekly,2023-01-14/2023-01-20,0.0
2,weekly,2023-01-21/2023-01-27,0.0
2,weekly,2023-01-28/2023-02-03,0.018254212631183497
2,weekly,2023-02-04/2023-02-10,-0.034890207373271795
2,weekly,2023-02-11/2023-02-17,0.0
2,weekly,2023-02-18/2023-02-24,0.0
2,weekly,2023-02-25/2023-03-03,0.0
2,weekly,2023-03-04/2023-03-10,-0.020970325900514664
2,weekly,2023-03-11/2023-03-17,-0.014140053050397937
2,weekly,2023-03-18/2023-03-24,0.0206314226841803
2,weekly,2023-03-25/2023-03-31,0.0
2,weekly,2023-04-01/2023-04-07,0.0
2,weekly,2023-04-08/2023-04-14,0.0
2,weekly,2023-04-15/2023-04-21,0.0
2,weekly,2023-04-22/2023-04-28,0.0
2,weekly,2023-04-29/2023-05-05,0.0
2,weekly,2023-05-06/2023-05-12,0.0
2,weekly,2023-05-13/2023-05-19,0.0
2,weekly,2023-05-20/2023-05-26,0.0
2,weekly,2023-05-27/2023-06-02,0.0
2,weekly,2023-06-03/2023-06-09,0.0
2,weekly,2023-06-10/2023-06-16,0.0
2,weekly,2023-06-17/2023-06-23,0.0
2,weekly,2023-06-24/2023-06-30,0.0
2,weekly,2023-07-01/2023-07-07,0.0
2,weekly,2023-07-08/2023-07-14,0.0
2,weekly,2023-07-15/2023-07-21,0.0
2,weekly,2023-07-22/2023-07-28,0.0
2,weekly,2023-07-29/2023-08-04,0.0
2,weekly,2023-08-05/2023-08-11,0.0
2,weekly,2023-08-12/2023-08-18,0.0
2,weekly,2023-08-19/2023-08-25,0.0
2,weekly,2023-08-26/2023-09-01,0.0
2,weekly,2023-09-02/2023-09-08,0.0
2,weekly,2023-09-09/2023-09-15,0.0
2,weekly,2023-09-16/2023-09-22,0.0
2,weekly,2023-09-23/2023-09-29,0.0
2,weekly,2023-09-30/2023-10-06,0.0
2,weekly,2023-10-07/2023-10-13,0.0
2,weekly,2023-10-14/2023-10-20,0.0
2,weekly,2023-10-21/2023-10-27,0.0
2,weekly,2023-10-28/2023-11-03,0.0
2,weekly,2023-11-04/2023-11-10,0.0
2,weekly,2023-11-11/2023-11-17,0.0
2,weekly,2023-11-18/2023-11-24,0.0
2,weekly,2023-11-25/2023-12-01,0.0
2,weekly,2023-12-02/2023-12-08,0.0
2,weekly,2023-12-09/2023-12-15,0.0
2,weekly,2023-12-16/2023-12-22,0.0
2,weekly,2023-12-23/2023-12-29,0.0
2,weekly,2023-12-30/2024-01-05,0.0
2,weekly,2024-01-06/2024-01-12,0.0
2,weekly,2024-01-13/2024-01-19,0.0
2,weekly,2024-01-20/2024-01-26,0.0
2,weekly,2024-01-27/2024-02-02,0.0
2,weekly,2024-02-03/2024-02-09,0.0
2,weekly,2024-02-10/2024-02-16,0.0
2,weekly,2024-02-17/2024-02-23,0.0
2,weekly,2024-02-24/2024-03-01,0.0
2,weekly,2024-03-02/2024-03-08,0.0
2,weekly,2024-03-09/2024-03-15,0.0
2,weekly,2024-03-16/2024-03-22,0.0
